age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
1,Private,338409.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,2,Cuba,<=50K
1,Federal-gov,76845.0,9th,5.0,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,2,United-States,<=50K
0,State-gov,311512.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,0,United-States,<=50K
3,Private,144361.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,188146.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,2,United-States,<=50K
0,Private,211678.0,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,159937.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Federal-gov,249409.0,HS-grad,9.0,Never-married,Other-service,Own-child,Black,Male,0,0,2,United-States,<=50K
2,Private,102864.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,<=50K
1,,129305.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
4,Self-emp-inc,66614.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,198183.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Self-emp-inc,78374.0,Masters,14.0,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
1,Private,253814.0,HS-grad,9.0,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,99928.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,3,United-States,<=50K
0,,170653.0,HS-grad,9.0,Never-married,,Own-child,White,Male,0,0,2,Italy,<=50K
2,Private,182609.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,Poland,<=50K
4,Self-emp-not-inc,167687.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,3,United-States,<=50K
2,Self-emp-not-inc,196001.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
4,Private,259014.0,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,,218956.0,Some-college,10.0,Never-married,,Own-child,White,Male,0,0,1,Canada,<=50K
1,Private,175413.0,Assoc-acdm,12.0,Divorced,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,248402.0,Bachelors,13.0,Never-married,Tech-support,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,Private,83082.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,50356.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,3,United-States,<=50K
3,Private,178686.0,Assoc-voc,11.0,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,State-gov,293364.0,Some-college,10.0,Never-married,Protective-serv,Own-child,Black,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,117125.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Portugal,<=50K
2,Private,256649.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,<=50K
3,Private,108699.0,Some-college,10.0,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,96975.0,Some-college,10.0,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,241951.0,HS-grad,9.0,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,228528.0,10th,6.0,Never-married,Craft-repair,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Local-gov,117018.0,Some-college,10.0,Never-married,Protective-serv,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,146538.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,193374.0,1st-4th,2.0,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
0,Private,211870.0,9th,5.0,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
4,,401531.0,1st-4th,2.0,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,403107.0,5th-6th,3.0,Never-married,Other-service,Own-child,White,Male,0,0,2,El-Salvador,<=50K
2,Private,112131.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
0,,204226.0,Some-college,10.0,Never-married,,Unmarried,White,Female,0,0,1,United-States,<=50K
4,Private,190942.0,1st-4th,2.0,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,0,1,United-States,<=50K
4,Private,51662.0,10th,6.0,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
1,Private,323069.0,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,0,0,0,,<=50K
0,Private,354351.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,340939.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,200408.0,Some-college,10.0,Never-married,Tech-support,Not-in-family,White,Male,1,0,2,United-States,<=50K
0,Private,169658.0,10th,6.0,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
0,Private,190483.0,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,262601.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,130959.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,Local-gov,194360.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,226267.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,Mexico,<=50K
1,Private,167350.0,HS-grad,9.0,Never-married,Other-service,Other-relative,White,Male,0,0,1,United-States,<=50K
1,Private,243605.0,Bachelors,13.0,Widowed,Sales,Unmarried,White,Female,0,1,2,Cuba,<=50K
2,Private,144995.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,2,0,2,United-States,<=50K
0,Private,299047.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
4,Private,156052.0,HS-grad,9.0,Widowed,Other-service,Unmarried,Black,Female,1,0,0,United-States,<=50K
0,Private,145111.0,HS-grad,9.0,Never-married,Transport-moving,Unmarried,White,Male,0,0,3,United-States,<=50K
3,Self-emp-not-inc,106252.0,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
2,State-gov,146908.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,,<=50K
