age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2,Private,284582.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,117037.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,3,2,United-States,<=50K
3,Private,242406.0,11th,7.0,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,2,Puerto-Rico,<=50K
2,Private,128354.0,Masters,14.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,59496.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,1,0,2,United-States,<=50K
4,Private,124744.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,0,United-States,<=50K
3,Private,346253.0,HS-grad,9.0,Divorced,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
3,Self-emp-not-inc,149116.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
3,Private,95647.0,9th,5.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,365739.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,232782.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,163003.0,Bachelors,13.0,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,2,Philippines,<=50K
1,Private,88419.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,2,England,<=50K
0,Private,312956.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,Black,Male,0,0,2,United-States,<=50K
2,Private,155222.0,Some-college,10.0,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,1,United-States,<=50K
2,Local-gov,254817.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,1,2,United-States,<=50K
2,Private,109434.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,314209.0,Assoc-voc,11.0,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,0,Columbia,<=50K
0,State-gov,273905.0,Assoc-acdm,12.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,117789.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,185480.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,173960.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,111095.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,59306.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,186110.0,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Local-gov,98545.0,10th,6.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,241895.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,348022.0,10th,6.0,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,<=50K
2,Private,160323.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
2,Local-gov,117312.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,2,United-States,<=50K
0,,137300.0,HS-grad,9.0,Never-married,,Other-relative,White,Female,0,0,1,United-States,<=50K
1,Private,118500.0,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,133373.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,81281.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
0,,258872.0,11th,7.0,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,170070.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,281432.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
4,Local-gov,286967.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,64293.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,Local-gov,543162.0,HS-grad,9.0,Separated,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Local-gov,248344.0,Some-college,10.0,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,3,United-States,<=50K
1,Private,102345.0,Assoc-voc,11.0,Separated,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Local-gov,233327.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,148291.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,1,United-States,<=50K
3,Private,95469.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,197747.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
3,Private,136455.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,200853.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,2,0,3,United-States,<=50K
2,Private,462440.0,11th,7.0,Widowed,Other-service,Not-in-family,Black,Female,0,0,0,United-States,<=50K
0,Private,226181.0,Bachelors,13.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,556660.0,HS-grad,9.0,Never-married,Exec-managerial,Other-relative,White,Male,2,0,3,United-States,<=50K
0,Private,81145.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,125457.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Local-gov,113000.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,163870.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
2,Local-gov,382635.0,Bachelors,13.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,Honduras,<=50K
1,Private,223212.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,Mexico,<=50K
0,Private,192453.0,Some-college,10.0,Never-married,Other-service,Other-relative,White,Female,0,0,1,United-States,<=50K
2,Private,48093.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,188557.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,196690.0,Assoc-voc,11.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,2,2,United-States,<=50K
0,Private,162343.0,Some-college,10.0,Never-married,Other-service,Other-relative,Black,Male,0,0,0,United-States,<=50K
1,Private,191571.0,HS-grad,9.0,Separated,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,154411.0,Assoc-voc,11.0,Never-married,Tech-support,Own-child,White,Male,0,0,2,United-States,<=50K
4,,28929.0,11th,7.0,Widowed,,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,138192.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,285335.0,11th,7.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,411797.0,Assoc-voc,11.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
3,,144397.0,Some-college,10.0,Divorced,,Unmarried,Black,Female,0,0,1,United-States,<=50K
1,,90270.0,Assoc-acdm,12.0,Married-civ-spouse,,Own-child,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
1,Private,175878.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,262153.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,78602.0,Assoc-acdm,12.0,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
