age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
3,Private,234721.0,11th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,United-States,<=50K
3,Private,302146.0,HS-grad,9.0,Separated,Other-service,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,Federal-gov,59951.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,289980.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Private,147372.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,309974.0,Bachelors,13.0,Separated,Sales,Own-child,Black,Female,0,0,2,United-States,<=50K
3,Private,51618.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,<=50K
3,Private,171095.0,Assoc-acdm,12.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,England,<=50K
1,Private,377869.0,Some-college,10.0,Married-civ-spouse,Sales,Wife,White,Female,2,0,1,United-States,<=50K
0,Private,111697.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0,2,1,United-States,<=50K
0,Private,34310.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
3,Local-gov,186009.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,Mexico,<=50K
0,Private,252752.0,HS-grad,9.0,Never-married,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,428030.0,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,,135105.0,Bachelors,13.0,Divorced,,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,397317.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,2,2,United-States,<=50K
3,Private,313321.0,Assoc-acdm,12.0,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,,24215.0,10th,6.0,Divorced,,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0,United-States,<=50K
0,Private,115458.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
0,Local-gov,27382.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,378322.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,34918.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,Germany,<=50K
0,Private,231931.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,193945.0,Assoc-acdm,12.0,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
