age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2,State-gov,77516.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,1,0,2,United-States,<=50K
0,Self-emp-not-inc,176756.0,HS-grad,9.0,Never-married,Farming-fishing,Own-child,White,Male,0,0,1,United-States,<=50K
0,Local-gov,190709.0,Assoc-acdm,12.0,Never-married,Protective-serv,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,Self-emp-not-inc,88506.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-inc,109832.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,183175.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Local-gov,125927.0,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,212563.0,Some-college,10.0,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,1,United-States,<=50K
1,Local-gov,189265.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,118853.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,146195.0,Assoc-acdm,12.0,Divorced,Tech-support,Not-in-family,Black,Female,0,0,2,United-States,<=50K
2,Private,108293.0,HS-grad,9.0,Widowed,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,191535.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Local-gov,54826.0,Assoc-voc,11.0,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,633742.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Private,197387.0,5th-6th,3.0,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,2,Mexico,<=50K
2,Local-gov,160943.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,United-States,<=50K
3,Private,176681.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,0,United-States,<=50K
1,Private,110978.0,Some-college,10.0,Divorced,Craft-repair,Other-relative,Other,Female,0,0,2,United-States,<=50K
2,Private,153141.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,,<=50K
2,Private,98092.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,477983.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,200352.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,153718.0,Some-college,10.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,1,United-States,<=50K
0,Private,399087.0,5th-6th,3.0,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,2,Mexico,<=50K
4,Self-emp-not-inc,321171.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,104112.0,HS-grad,9.0,Never-married,Sales,Unmarried,Black,Male,0,0,1,Haiti,<=50K
1,Private,192262.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,362589.0,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,172927.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,301302.0,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,110145.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
1,State-gov,240283.0,HS-grad,9.0,Divorced,Transport-moving,Unmarried,White,Female,0,0,2,United-States,<=50K
0,,202521.0,11th,7.0,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,405855.0,9th,5.0,Never-married,Craft-repair,Other-relative,White,Male,0,0,2,Mexico,<=50K
1,,115745.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,285020.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,State-gov,70100.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,187251.0,HS-grad,9.0,Divorced,Prof-specialty,Unmarried,White,Female,0,0,1,United-States,<=50K
4,Private,180980.0,Some-college,10.0,Divorced,Other-service,Unmarried,White,Female,0,0,2,France,<=50K
1,Private,189346.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,109339.0,11th,7.0,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,3,Puerto-Rico,<=50K
1,Private,237903.0,Some-college,10.0,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,205343.0,11th,7.0,Widowed,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Self-emp-inc,188436.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,<=50K
4,Local-gov,283635.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,,105138.0,HS-grad,9.0,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,194404.0,Assoc-acdm,12.0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,207824.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,3,United-States,<=50K
2,Self-emp-not-inc,267556.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,<=50K
1,Private,55849.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,106742.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,,80077.0,11th,7.0,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,136721.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,,202480.0,Assoc-acdm,12.0,Never-married,,Other-relative,White,Male,0,0,2,United-States,<=50K
0,Private,208103.0,11th,7.0,Never-married,Other-service,Other-relative,White,Male,0,0,1,United-States,<=50K
1,Private,182556.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,,51164.0,Some-college,10.0,Married-civ-spouse,,Wife,Black,Female,0,0,2,United-States,<=50K
1,Private,267034.0,11th,7.0,Never-married,Craft-repair,Own-child,Black,Male,0,0,2,Haiti,<=50K
1,Local-gov,119411.0,HS-grad,9.0,Divorced,Protective-serv,Unmarried,White,Male,0,0,2,Portugal,<=50K
