age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
3,Private,160187.0,9th,5.0,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,0,Jamaica,<=50K
4,Private,109015.0,HS-grad,9.0,Divorced,Tech-support,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,197200.0,Some-college,10.0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
2,State-gov,101603.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,,293936.0,7th-8th,4.0,Married-spouse-absent,,Not-in-family,White,Male,0,0,2,,<=50K
1,Private,213921.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0,0,2,Mexico,<=50K
1,Private,202051.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,188300.0,Some-college,10.0,Never-married,Tech-support,Own-child,White,Female,0,0,2,United-States,<=50K
4,Self-emp-inc,303090.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,69621.0,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
0,Private,316868.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0,0,1,Mexico,<=50K
0,Private,296158.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,207157.0,Some-college,10.0,Divorced,Other-service,Unmarried,White,Female,0,0,2,Mexico,<=50K
1,Private,483777.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Private,159567.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,State-gov,48211.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K
0,Private,255004.0,10th,6.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,176796.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,,119156.0,Some-college,10.0,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,172579.0,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,191260.0,9th,5.0,Never-married,Other-service,Own-child,White,Male,1,0,1,United-States,<=50K
0,Private,205759.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
2,Self-emp-inc,57424.0,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
0,,860348.0,Some-college,10.0,Never-married,,Own-child,Black,Female,0,0,1,United-States,<=50K
1,Private,200381.0,11th,7.0,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,242606.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
4,,36135.0,11th,7.0,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
2,Private,180609.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
0,Local-gov,350845.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,396099.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,416103.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
1,State-gov,1033222.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,255191.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,1,2,United-States,<=50K
2,Local-gov,340148.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
0,Private,206399.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Private,126708.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,3,United-States,<=50K
1,Private,161155.0,10th,6.0,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Local-gov,164427.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
4,,303588.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
2,Private,91996.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,85812.0,Some-college,10.0,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,<=50K
1,Self-emp-inc,41493.0,Bachelors,13.0,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,259510.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
