age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
0,Private,122272.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K
0,Private,168294.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,544091.0,HS-grad,9.0,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
1,Private,271466.0,Assoc-voc,11.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,149640.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,32214.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,54334.0,9th,5.0,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,103432.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,247552.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,43323.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0,2,2,United-States,<=50K
4,Private,105376.0,Some-college,10.0,Never-married,Tech-support,Other-relative,White,Male,0,0,2,United-States,<=50K
3,Private,187715.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
2,Federal-gov,235485.0,Assoc-acdm,12.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,183930.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,Local-gov,523910.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,<=50K
0,Private,140164.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,197860.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,538583.0,11th,7.0,Separated,Transport-moving,Not-in-family,Black,Male,2,0,2,United-States,<=50K
2,Private,179488.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0,2,2,United-States,<=50K
2,Private,187666.0,Assoc-voc,11.0,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Self-emp-not-inc,30653.0,Masters,14.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,4,United-States,<=50K
3,Private,176609.0,Some-college,10.0,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,,157443.0,Masters,14.0,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,1,0,2,,<=50K
0,Private,199698.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
4,Self-emp-not-inc,174309.0,Masters,14.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,270942.0,5th-6th,3.0,Never-married,Other-service,Other-relative,White,Male,0,0,3,Mexico,<=50K
1,,151989.0,Assoc-voc,11.0,Divorced,,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,410439.0,HS-grad,9.0,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,267404.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,2,United-States,<=50K
1,Private,134152.0,HS-grad,9.0,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,108574.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,190762.0,1st-4th,2.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Mexico,<=50K
0,Private,204653.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,4,Dominican-Republic,<=50K
1,Private,363425.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,180374.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,<=50K
3,Private,35598.0,HS-grad,9.0,Divorced,Transport-moving,Unmarried,White,Male,0,0,2,United-States,<=50K
0,Private,197904.0,HS-grad,9.0,Never-married,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Private,347934.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Local-gov,324960.0,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,2,Poland,<=50K
3,Private,141944.0,Assoc-voc,11.0,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,1,2,United-States,<=50K
4,Private,99183.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,,190027.0,HS-grad,9.0,Never-married,,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,184831.0,Some-college,10.0,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
1,Private,114053.0,Bachelors,13.0,Never-married,Transport-moving,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,158156.0,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,United-States,<=50K
0,Private,156764.0,11th,7.0,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,217039.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,249909.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,34383.0,Assoc-voc,11.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,75654.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,288341.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,1,United-States,<=50K
0,,114746.0,11th,7.0,Married-spouse-absent,,Own-child,Asian-Pac-Islander,Female,0,2,2,South,<=50K
1,Local-gov,92262.0,HS-grad,9.0,Never-married,Protective-serv,Own-child,White,Male,0,0,3,United-States,<=50K
2,Private,262425.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,229148.0,12th,8.0,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,Jamaica,<=50K
1,Private,194141.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,173093.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
1,Private,112847.0,Assoc-voc,11.0,Never-married,Tech-support,Own-child,White,Male,0,0,2,United-States,<=50K
1,Local-gov,120064.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,327323.0,5th-6th,3.0,Separated,Farming-fishing,Not-in-family,White,Male,0,0,1,Guatemala,<=50K
2,Private,169628.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
0,Private,316688.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
2,Private,94113.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,110331.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2,3,United-States,<=50K
0,Private,499233.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,90980.0,Assoc-voc,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,80945.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,72393.0,9th,5.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,164170.0,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,2,India,<=50K
3,Private,171550.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,158926.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,3,South,<=50K
0,Private,91842.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,293227.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Local-gov,298785.0,10th,6.0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,200153.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,254907.0,Assoc-voc,11.0,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,82465.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,United-States,<=50K
3,Private,107373.0,7th-8th,4.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,207848.0,10th,6.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
1,Private,289984.0,HS-grad,9.0,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,1,United-States,<=50K
4,Private,125155.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,29984.0,12th,8.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
0,Local-gov,167816.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Self-emp-not-inc,361280.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,0,India,<=50K
2,Private,293791.0,Assoc-voc,11.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,112497.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
2,,184018.0,Some-college,10.0,Divorced,,Unmarried,White,Male,0,0,2,United-States,<=50K
0,Private,241626.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,178506.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
0,Local-gov,289886.0,11th,7.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
2,Private,33886.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
4,Local-gov,321117.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,176317.0,HS-grad,9.0,Widowed,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,441454.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,209432.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,2,United-States,<=50K
4,Private,29778.0,HS-grad,9.0,Widowed,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,232577.0,Some-college,10.0,Never-married,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,795830.0,1st-4th,2.0,Widowed,Other-service,Unmarried,White,Female,0,0,1,El-Salvador,<=50K
1,Private,419721.0,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,0,0,2,Japan,<=50K
0,Private,96279.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,275244.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,1,United-States,<=50K
1,Private,195105.0,HS-grad,9.0,Never-married,Sales,Not-in-family,Other,Male,0,0,2,United-States,<=50K
0,Private,181820.0,Some-college,10.0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
4,,190997.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
0,Local-gov,163101.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
